,fid,text_title,event_id,start_page_event,page_event_number,text_place_title,character_id,family_name,given_name,page_first_mentioned,number,religion,relig_att_char,country_of_birth,place_name,location_religion,relig_att_loc,geolocation,location_name,location_country,author_birth_location,country_of_birth_author,text_place_id,location_id,author_id,author_birth_place_id,full_name,event_order,initial_country,final_country,initial_place,final_place,has_changed,has_immigrated
517,518,Pinjar,2917,59,2,Refugee Encampment outside Chatto in Pinjar,577.0,Police Constables,Unknown,56.0,Group,Unknown,,,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Police Constables Unknown,59.02,Pakistan,Pakistan,Chatto Village: Refugee Camp,Chatto Village: Refugee Camp,False,False
518,519,Pinjar,2917,59,2,Refugee Encampment outside Chatto in Pinjar,578.0,Refugees from Rattoval,Unkown,56.0,Group,Unknown,,Pakistan,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Refugees from Rattoval Unkown,59.02,Pakistan,Pakistan,Chatto Village: Refugee Camp,Chatto Village: Refugee Camp,False,False
519,520,Pinjar,2917,59,2,Refugee Encampment outside Chatto in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Sahukars Pooro,59.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
520,521,Pinjar,2918,60,1,Refugee Encampment outside Chatto in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Sahukars Pooro,60.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
521,522,Pinjar,2918,60,1,Refugee Encampment outside Chatto in Pinjar,577.0,Police Constables,Unknown,56.0,Group,Unknown,,,Refugee Encampment outside Chatto,,,CREATED,Chatto Village: Refugee Camp,Pakistan,Mandi Bahauddin,Pakistan,2912,3118,35,36,Police Constables Unknown,60.01,Pakistan,Pakistan,Chatto Village: Refugee Camp,Chatto Village: Refugee Camp,False,False
522,523,Pinjar,2957,72,2,Rattoval in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Sahukars Lajo,72.02,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
523,524,Pinjar,2958,73,1,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Sahukars Pooro,73.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
524,525,Pinjar,2960,79,5,Lahore in Pinjar,2963.0,Sahukars,Pooro's brother,2.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Sahukars Pooro's brother,79.05,Pakistan,Pakistan,Lahore,Lahore,False,False
525,526,Pinjar,2965,80,3,Lahore in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Sahukars Pooro,80.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
526,527,Pinjar,2966,80,4,Lahore in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Sahukars Pooro,80.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
527,528,Pinjar,2967,79,6,Lahore in Pinjar,2963.0,Sahukars,Pooro's brother,2.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Sahukars Pooro's brother,79.06,Pakistan,Pakistan,Lahore,Lahore,False,False
528,529,Pinjar,2968,79,7,Lahore in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Sahukars Pooro,79.07,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
529,530,Sunlight on a Broken Column,2980,282,1,Hasanpur in Sunlight on a Broken Column,913.0,Hasan,Saleem,87.0,Single,Muslim,Nominal,,Hasanpur,,,CREATED,Hasanpur,India,Lucknow,India,2147,1453,21,5819,Hasan Saleem,282.01,UK,India,England,Lucknow University,True,True
537,538,Pinjar,2997,61,4,Rattoval in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rattoval,Unknown,Speculation,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,559,281,35,36,Sahukars Pooro,61.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
538,539,Pinjar,2998,61,5,Lajo's House in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Pooro,61.05,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
539,540,Pinjar,2998,61,5,Lajo's House in Pinjar,595.0,Lajo's Mother-in-Law,Old Woman,61.0,Single,Muslim,Definitional,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Lajo's Mother-in-Law Old Woman,61.05,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
540,541,Pinjar,2999,62,4,Lajo's House in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Pooro,62.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
541,542,Pinjar,2999,62,4,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,62.04,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
542,543,Pinjar,2999,62,4,Lajo's House in Pinjar,596.0,Lajo's Abductor,Son,64.0,Single,Hindu,Definitional,,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Lajo's Abductor Son,62.04,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
543,544,Pinjar,2999,62,4,Lajo's House in Pinjar,595.0,Lajo's Mother-in-Law,Old Woman,61.0,Single,Muslim,Definitional,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Lajo's Mother-in-Law Old Woman,62.04,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
544,545,Pinjar,3000,63,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,63.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
545,546,Pinjar,3000,63,1,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,63.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
546,547,Pinjar,3000,63,1,Rashida's home in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Lajo,63.01,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
547,548,Pinjar,3001,63,2,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,63.02,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
548,549,Pinjar,3002,63,3,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,63.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
549,550,Pinjar,3003,63,4,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,63.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
550,551,Pinjar,3004,64,2,Rashida's home in Pinjar,317.0,Hasan,Laila,14.0,Single,Muslim,,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Hasan Laila,64.02,India,India,Lucknow University,Hasanpur,True,False
551,552,Pinjar,3005,64,3,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,64.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
552,553,Pinjar,3006,66,1,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,66.01,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
553,554,Pinjar,3007,66,2,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,66.02,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
554,555,Pinjar,3008,66,3,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,66.03,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
555,556,Pinjar,3009,67,3,Lajo's House in Pinjar,595.0,Lajo's Mother-in-Law,Old Woman,61.0,Single,Muslim,Definitional,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Lajo's Mother-in-Law Old Woman,67.03,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
556,557,Pinjar,3009,67,3,Lajo's House in Pinjar,580.0,Sahukars,Lajo,58.0,Single,Hindu,Other-identified.Character other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Lajo,67.03,Pakistan,Pakistan,Chatto Village: Refugee Camp,Lahore,False,False
557,558,Pinjar,3010,67,4,Lajo's House in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Sahukars Pooro,67.04,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
558,559,Pinjar,3010,67,4,Lajo's House in Pinjar,596.0,Lajo's Abductor,Son,64.0,Single,Hindu,Definitional,,Lajo's House,Muslim,Self-identified,CREATED,Rattoval Village,Pakistan,Mandi Bahauddin,Pakistan,2754,281,35,36,Lajo's Abductor Son,67.04,Pakistan,Pakistan,Rattoval Village,Rattoval Village,False,False
559,560,Pinjar,3046,80,5,Lahore in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Lahore,Muslim,Other-identified.Narrator other-attributed,CREATED,Lahore,Pakistan,Mandi Bahauddin,Pakistan,863,1348,35,36,Sahukars Pooro,80.05,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
560,561,Pinjar,3092,10,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,10.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
561,562,Pinjar,3092,10,1,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,10.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
562,563,Pinjar,3093,10,2,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,10.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
563,564,Pinjar,3093,10,2,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,10.02,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
564,565,Pinjar,3094,11,1,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,11.01,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
565,566,Pinjar,3094,11,1,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,11.01,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
566,567,Pinjar,3095,11,2,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,11.02,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
567,568,Pinjar,3095,11,2,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,11.02,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
568,569,Pinjar,3096,11,3,Rashida's home in Pinjar,248.0,Sahukars,Pooro,1.0,Single,Hindu,Other-identified.Narrator other-attributed,Pakistan,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Sahukars Pooro,11.03,Pakistan,Pakistan,Sakar Village: Rashid's Home,Lahore,False,False
569,570,Pinjar,3096,11,3,Rashida's home in Pinjar,297.0,Shaikh,Rashida,4.0,Single,Muslim,Other-identified.Narrator other-attributed,,Rashida's home,Muslim,Speculation,CREATED,Sakar Village: Rashid's Home,Pakistan,Mandi Bahauddin,Pakistan,334,3114,35,36,Shaikh Rashida,11.03,Pakistan,Pakistan,Chatto Village: Field,Lahore,False,False
570,571,A New Taj Mahal,3171,25,1,Rawalpindi Train Station in A New Taj Mahal,3172.0,Narrator,Unknown,25.0,Single,Unknown,,,Rawalpindi Train Station,Muslim,,CREATED,Rawalpindi Train Station,Pakistan,Delhi,British India,3174,3175,3152,3108,Narrator Unknown,25.01,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi,False,False
571,572,A New Taj Mahal,3171,25,1,Rawalpindi Train Station in A New Taj Mahal,3173.0,Colonel Smith,Unknown,25.0,Single,Unknown,,UK,Rawalpindi Train Station,Muslim,,CREATED,Rawalpindi Train Station,Pakistan,Delhi,British India,3174,3175,3152,3108,Colonel Smith Unknown,25.01,Pakistan,Pakistan,Rawalpindi Train Station,Rawalpindi Train Station,False,False
574,575,The Assignment,3429,11,3,Amritsar in The Assignment,3310.0,Hai,Sughra,11.0,Single,Muslim,Other-identified.Character other-attributed,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Sughra,11.03,India,India,Amritsar,Amritsar,False,False
575,576,The Assignment,3430,13,1,Amritsar in The Assignment,3310.0,Hai,Sughra,11.0,Single,Muslim,Other-identified.Character other-attributed,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Sughra,13.01,India,India,Amritsar,Amritsar,False,False
576,577,The Assignment,3430,13,1,Amritsar in The Assignment,3351.0,Servant,Akbar,11.0,Single,Muslim,Nominal,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Servant Akbar,13.01,India,India,Amritsar,Amritsar,False,False
577,578,The Assignment,3433,12,2,Amritsar in The Assignment,3310.0,Hai,Sughra,11.0,Single,Muslim,Other-identified.Character other-attributed,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Sughra,12.02,India,India,Amritsar,Amritsar,False,False
578,579,The Assignment,3433,12,2,Amritsar in The Assignment,3294.0,Hai,"Mian Abdul Hai, Mian Sahib, the judge",11.0,Single,Muslim,Nominal,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,"Hai Mian Abdul Hai, Mian Sahib, the judge",12.02,India,India,Amritsar,Amritsar,False,False
579,580,The Assignment,3435,12,3,Amritsar in The Assignment,3294.0,Hai,"Mian Abdul Hai, Mian Sahib, the judge",11.0,Single,Muslim,Nominal,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,"Hai Mian Abdul Hai, Mian Sahib, the judge",12.03,India,India,Amritsar,Amritsar,False,False
580,581,The Assignment,3435,12,3,Amritsar in The Assignment,3246.0,Hai,Basharat,12.0,Single,Muslim,Definitional,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Basharat,12.03,India,India,Amritsar,Amritsar,False,False
581,582,The Assignment,3436,13,2,Amritsar in The Assignment,3310.0,Hai,Sughra,11.0,Single,Muslim,Other-identified.Character other-attributed,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Sughra,13.02,India,India,Amritsar,Amritsar,False,False
582,583,The Assignment,3436,13,2,Amritsar in The Assignment,3351.0,Servant,Akbar,11.0,Single,Muslim,Nominal,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Servant Akbar,13.02,India,India,Amritsar,Amritsar,False,False
583,584,The Assignment,3437,12,4,Amritsar in The Assignment,3310.0,Hai,Sughra,11.0,Single,Muslim,Other-identified.Character other-attributed,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Sughra,12.04,India,India,Amritsar,Amritsar,False,False
584,585,The Assignment,3439,12,5,Amritsar in The Assignment,3246.0,Hai,Basharat,12.0,Single,Muslim,Definitional,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Basharat,12.05,India,India,Amritsar,Amritsar,False,False
585,586,The Assignment,3439,12,5,Amritsar in The Assignment,3310.0,Hai,Sughra,11.0,Single,Muslim,Other-identified.Character other-attributed,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Sughra,12.05,India,India,Amritsar,Amritsar,False,False
586,587,The Assignment,3441,14,1,Amritsar in The Assignment,3310.0,Hai,Sughra,11.0,Single,Muslim,Other-identified.Character other-attributed,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Sughra,14.01,India,India,Amritsar,Amritsar,False,False
587,588,The Assignment,3441,14,1,Amritsar in The Assignment,3294.0,Hai,"Mian Abdul Hai, Mian Sahib, the judge",11.0,Single,Muslim,Nominal,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,"Hai Mian Abdul Hai, Mian Sahib, the judge",14.01,India,India,Amritsar,Amritsar,False,False
588,589,The Assignment,3441,14,1,Amritsar in The Assignment,3321.0,Singh,Santokh,15.0,Single,Sikh,Definitional,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Singh Santokh,14.01,India,India,Amritsar,Amritsar,False,False
589,590,The Assignment,3441,14,1,Amritsar in The Assignment,3246.0,Hai,Basharat,12.0,Single,Muslim,Definitional,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Basharat,14.01,India,India,Amritsar,Amritsar,False,False
590,591,The Assignment,3446,15,2,Amritsar in The Assignment,3321.0,Singh,Santokh,15.0,Single,Sikh,Definitional,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Singh Santokh,15.02,India,India,Amritsar,Amritsar,False,False
591,592,The Assignment,3446,15,2,Amritsar in The Assignment,3310.0,Hai,Sughra,11.0,Single,Muslim,Other-identified.Character other-attributed,,Amritsar,,,TRUE,Amritsar,India,Ludhiana,British India,3426,3543,3156,3157,Hai Sughra,15.02,India,India,Amritsar,Amritsar,False,False
