fid,author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,text_place_title,temporality,narrative_status,interaction,specific_interaction,violence,harmony,conflict,character_id,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,char_story_title,place_name,location_modality,location_religion,relig_att_loc,geolocation,ontology,location_name,mentioned,location_country,collection_id,collection_recordtitle,author_birth_location,gender_author,country_of_birth_author,birth_date,text_place_id,location_id,author_id,author_birth_place_id
"184","Sahni, Bhisham",Tamas,"1254","25","26","1",Nathu entered a narrow gali,Committee Park in Tamas,NA,NA,NA,NA,NA,Religion,Religion|Nation,"966",Congress President,Maulana Azad,NA,"25",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,"Congress President, Maulana Azad in Tamas",Committee Park,Public,Unknown,NA,CREATED,NA,Imam Din Gali,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"828","879","32","33"
"185","Sahni, Bhisham",Tamas,"1254","25","26","1",Nathu entered a narrow gali,Committee Park in Tamas,NA,NA,NA,NA,NA,Religion,Religion|Nation,"628",Congress Committee Member (part of singing group),The General,NA,"18",Male,Single,Sikh,NA,NA,NA,NA,NA,NA,Present,"Congress Committee Member (part of singing group), The General in Tamas",Committee Park,Public,Unknown,NA,CREATED,NA,Imam Din Gali,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"828","879","32","33"
"186","Sahni, Bhisham",Tamas,"1261","26","26","1","Just then, Nathu saw Murad Ali standing at a slight distance",Imam Din Mohalla in Tamas,NA,NA,NA,NA,NA,NA,NA,"185",Servant to Murad Ali,Nathu,NA,"13",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,"Servant to Murad Ali, Nathu in Tamas",Imam Din Mohalla,Public,Muslim,Speculation,CREATED,NA,Imam Din Gali,TRUE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"817","879","32","33"
"187","Sahni, Bhisham",Tamas,"1261","26","26","1","Just then, Nathu saw Murad Ali standing at a slight distance",Imam Din Mohalla in Tamas,NA,NA,NA,NA,NA,NA,NA,"219","Committee Manager, Servant to Vet Sahib",Murad Ali,NA,"13",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,"Committee Manager, Servant to Vet Sahib, Murad Ali in Tamas",Imam Din Mohalla,Public,Muslim,Speculation,CREATED,NA,Imam Din Gali,TRUE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"817","879","32","33"
"188","Sahni, Bhisham",Tamas,"1283","99","99","1","Even since the night before, Banto had been saying",Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,NA,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"189","Sahni, Bhisham",Tamas,"1283","99","99","1","Even since the night before, Banto had been saying",Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,NA,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"190","Sahni, Bhisham",Tamas,"1284","100","100","1",Karim Khan returned just five minutes later.,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,Religion,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"191","Sahni, Bhisham",Tamas,"1284","100","100","1",Karim Khan returned just five minutes later.,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,Religion,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"192","Sahni, Bhisham",Tamas,"1284","100","100","1",Karim Khan returned just five minutes later.,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,Religion,"659",Khan,Karim,NA,"60",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Khan, Karim in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"193","Sahni, Bhisham",Tamas,"1287","100","101","2",Just then they heard the far off sound of a beating drum,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,NA,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"194","Sahni, Bhisham",Tamas,"1287","100","101","2",Just then they heard the far off sound of a beating drum,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,NA,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"195","Sahni, Bhisham",Tamas,"1288","101","101","2",Banto and Harnam Singh came out and fixed the lock onto the shop,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,NA,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"196","Sahni, Bhisham",Tamas,"1288","101","101","2",Banto and Harnam Singh came out and fixed the lock onto the shop,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,NA,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"197","Sahni, Bhisham",Tamas,"1290","101","102","3",The rioters had reached the top of the hill overlooking Harnam Singh’s shop.,Harnam Singh's shop in Tamas,NA,NA,NA,NA,NA,NA,Religion,"1289",Rioters,Unknown,NA,"100",Male,Mob,Muslim,NA,NA,NA,NA,NA,NA,Present,"Rioters, Unknown in Tamas",Harnam Singh's shop,Public,Sikh,Nominal,CREATED,NA,Rawalpindi,TRUE,Pakistan,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1285","33","32","33"
"198","Sahni, Bhisham",Tamas,"1291","103","104","1","Walls are good for hiding people, but there were no walls here",Muridpur in Tamas,NA,NA,NA,NA,NA,NA,NA,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas",Muridpur,Geographical reference,Muslim,Other-identified.Character other-attributed,CREATED,NA,Muridpur,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1179","1527","32","33"
"199","Sahni, Bhisham",Tamas,"1291","103","104","1","Walls are good for hiding people, but there were no walls here",Muridpur in Tamas,NA,NA,NA,NA,NA,NA,NA,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas",Muridpur,Geographical reference,Muslim,Other-identified.Character other-attributed,CREATED,NA,Muridpur,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1179","1527","32","33"
"200","Sahni, Bhisham",Tamas,"1296","116","117","2",Harnam Singh had trouble climbing up,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"201","Sahni, Bhisham",Tamas,"1296","116","117","2",Harnam Singh had trouble climbing up,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"202","Sahni, Bhisham",Tamas,"1296","116","117","2",Harnam Singh had trouble climbing up,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"90",Ali,Akran,NA,"114",Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,"Ali, Akran in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"203","Sahni, Bhisham",Tamas,"1296","116","117","2",Harnam Singh had trouble climbing up,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"93",Ali,Rajo,NA,"114",Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ali, Rajo in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"204","Sahni, Bhisham",Tamas,"1297","117","117","2",Darkness fell again in the crawl space.,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"205","Sahni, Bhisham",Tamas,"1297","117","117","2",Darkness fell again in the crawl space.,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"206","Sahni, Bhisham",Tamas,"1297","117","117","2",Darkness fell again in the crawl space.,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"90",Ali,Akran,NA,"114",Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,"Ali, Akran in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"207","Sahni, Bhisham",Tamas,"1297","117","117","2",Darkness fell again in the crawl space.,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"1299",Akran Ali's friend,Unknown,NA,"117",Female,Single,Muslim,Speculation,NA,NA,NA,NA,NA,Present,"Akran Ali's friend, Unknown in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"208","Sahni, Bhisham",Tamas,"1302","117","118","3","A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk","Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"209","Sahni, Bhisham",Tamas,"1302","117","118","3","A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk","Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"210","Sahni, Bhisham",Tamas,"1302","117","118","3","A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk","Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"90",Ali,Akran,NA,"114",Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,"Ali, Akran in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"211","Sahni, Bhisham",Tamas,"1302","117","118","3","A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk","Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"93",Ali,Rajo,NA,"114",Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ali, Rajo in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"212","Sahni, Bhisham",Tamas,"1302","117","118","3","A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk","Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"96",Ali,Ehsan,NA,"116",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Ali, Ehsan in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"213","Sahni, Bhisham",Tamas,"1303","118","119","1",But then the same drama occurred that had taken place in the morning,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"214","Sahni, Bhisham",Tamas,"1303","118","119","1",But then the same drama occurred that had taken place in the morning,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"215","Sahni, Bhisham",Tamas,"1303","118","119","1",But then the same drama occurred that had taken place in the morning,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"93",Ali,Rajo,NA,"114",Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ali, Rajo in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"216","Sahni, Bhisham",Tamas,"1303","118","119","1",But then the same drama occurred that had taken place in the morning,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"96",Ali,Ehsan,NA,"116",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Ali, Ehsan in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"217","Sahni, Bhisham",Tamas,"1304","119","119","1",They awoke to the sound of axe blows raining down upon their door,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"218","Sahni, Bhisham",Tamas,"1304","119","119","1",They awoke to the sound of axe blows raining down upon their door,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"219","Sahni, Bhisham",Tamas,"1304","119","119","1",They awoke to the sound of axe blows raining down upon their door,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"91",Ali,Ramzan,NA,"116",Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Ali, Ramzan in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"220","Sahni, Bhisham",Tamas,"1304","119","119","1",They awoke to the sound of axe blows raining down upon their door,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"90",Ali,Akran,NA,"114",Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,"Ali, Akran in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"221","Sahni, Bhisham",Tamas,"1304","119","119","1",They awoke to the sound of axe blows raining down upon their door,"Ehsan Ali's home, Muridpur in Tamas",NA,NA,NA,NA,NA,NA,Religion,"93",Ali,Rajo,NA,"114",Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ali, Rajo in Tamas","Ehsan Ali's home, Muridpur",Private,Muslim,Nominal,CREATED,NA,Muridpur,NA,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1294","1527","32","33"
"222","Sahni, Bhisham",Tamas,"1305","120","120","1",It must have been around midnight when Rajo,Muridpur in Tamas,NA,NA,NA,NA,NA,NA,Religion,"141",Singh,Harnam,NA,"99",Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Singh, Harnam in Tamas",Muridpur,Geographical reference,Muslim,Other-identified.Character other-attributed,CREATED,NA,Muridpur,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1179","1527","32","33"
"223","Sahni, Bhisham",Tamas,"1305","120","120","1",It must have been around midnight when Rajo,Muridpur in Tamas,NA,NA,NA,NA,NA,NA,Religion,"656",Harnam Singh's wife,Banto,NA,"99",Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Harnam Singh's wife, Banto in Tamas",Muridpur,Geographical reference,Muslim,Other-identified.Character other-attributed,CREATED,NA,Muridpur,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1179","1527","32","33"
"224","Sahni, Bhisham",Tamas,"1305","120","120","1",It must have been around midnight when Rajo,Muridpur in Tamas,NA,NA,NA,NA,NA,NA,Religion,"93",Ali,Rajo,NA,"114",Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ali, Rajo in Tamas",Muridpur,Geographical reference,Muslim,Other-identified.Character other-attributed,CREATED,NA,Muridpur,FALSE,India,NA,NA,Rawalpindi,Male,Pakistan,8 Aug  1915,"1179","1527","32","33"
"225","Singh, Kushwant",Train to Pakistan,"1310","21","21","3",Only a solitary Sikh peasant carrying an ironshod bamboo staff,Mano Majra Railway Station in Train to Pakistan,NA,NA,Positive,NA,NA,NA,NA,"742",Solitary Sikh Peasant,Unknown,NA,"21",Male,Group,Sikh,Other-identified.Narrator other-attributed,NA,NA,NA,NA,NA,Present,"Solitary Sikh Peasant, Unknown in Train to Pakistan",Mano Majra Railway Station,Public,NA,NA,FALSE,NA,Mano Majra Train Station,NA,India,NA,NA,Hadali,Male,Pakistan,2 Feb  1915,"704","5871","26","27"
"226","Singh, Kushwant",Train to Pakistan,"1310","21","21","3",Only a solitary Sikh peasant carrying an ironshod bamboo staff,Mano Majra Railway Station in Train to Pakistan,NA,NA,Positive,NA,NA,NA,NA,"745",Solitary Sikh Peasant's Infant,Unknown,NA,"21",Unknown,Group,Sikh,Speculation,NA,NA,NA,NA,NA,Present,"Solitary Sikh Peasant's Infant, Unknown in Train to Pakistan",Mano Majra Railway Station,Public,NA,NA,FALSE,NA,Mano Majra Train Station,NA,India,NA,NA,Hadali,Male,Pakistan,2 Feb  1915,"704","5871","26","27"
"227","Singh, Kushwant",Train to Pakistan,"1310","21","21","3",Only a solitary Sikh peasant carrying an ironshod bamboo staff,Mano Majra Railway Station in Train to Pakistan,NA,NA,Positive,NA,NA,NA,NA,"744",Solitary Sikh Peasant's Wife,Unknown,NA,"21",Female,Group,Unknown,NA,NA,NA,NA,NA,NA,Present,"Solitary Sikh Peasant's Wife, Unknown in Train to Pakistan",Mano Majra Railway Station,Public,NA,NA,FALSE,NA,Mano Majra Train Station,NA,India,NA,NA,Hadali,Male,Pakistan,2 Feb  1915,"704","5871","26","27"
"228","Singh, Kushwant",Train to Pakistan,"1310","21","21","3",Only a solitary Sikh peasant carrying an ironshod bamboo staff,Mano Majra Railway Station in Train to Pakistan,NA,NA,Positive,NA,NA,NA,NA,"748",Station Master,Unknown,NA,"21",Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,"Station Master, Unknown in Train to Pakistan",Mano Majra Railway Station,Public,NA,NA,FALSE,NA,Mano Majra Train Station,NA,India,NA,NA,Hadali,Male,Pakistan,2 Feb  1915,"704","5871","26","27"
"229","Singh, Kushwant",Train to Pakistan,"1311","21","21","4","from the compartment just behind the engine, armed policemen emerged",Mano Majra Railway Station in Train to Pakistan,NA,NA,Negative,NA,NA,NA,NA,"752",12 Armed Policemen who get down the same train as Iqbal,Unknown,NA,"21",Male,Group.Male-dominant,Unknown,NA,NA,NA,NA,NA,NA,Present,"12 Armed Policemen who get down the same train as Iqbal, Unknown in Train to Pakistan",Mano Majra Railway Station,Public,NA,NA,FALSE,NA,Mano Majra Train Station,NA,India,NA,NA,Hadali,Male,Pakistan,2 Feb  1915,"704","5871","26","27"
